"Day1","Day2","Day3","Day4"
71,79,11,0
89,85,3,8
123,35,1,2
118,47,16,4
106,47,18,9
58,59,8,10
114,35,7,2
33,49,20,12
90,54,10,1
92,32,26,7
106,48,1,5
96,65,32,0
100,37,7,2
94,63,4,4
89,53,0,1
57,58,19,7
43,28,0,8
59,72,0,12
38,72,31,7
52,62,4,0
96,51,18,4
85,70,13,2
99,45,22,7
46,53,18,8
98,24,14,3
79,68,21,1
56,52,19,8
91,52,0,10
121,40,16,0
49,58,25,1
80,41,23,0
15,23,15,2
77,80,19,9
94,56,28,2
52,50,9,5
85,33,29,8
77,49,6,0
49,71,9,0
62,59,0,6
62,55,19,10
51,59,34,11
62,59,15,0
69,56,21,12
81,62,41,0
67,41,26,16
56,24,29,14
95,42,22,0
84,45,12,10
82,51,22,6
23,41,12,7
106,68,13,0
77,51,0,4
76,62,7,9
44,36,17,8
76,43,13,3
71,37,3,2
55,25,17,12
53,74,17,0
70,68,8,5
82,68,3,0
104,61,23,11
87,53,13,4
87,50,18,10
75,55,18,0
95,54,30,13
69,67,12,3
83,47,10,4
77,53,7,6
43,70,18,7
83,24,14,13
71,49,6,4
88,25,4,4
66,81,21,5
67,77,30,3
76,43,15,0
79,43,24,7
57,66,40,9
96,48,25,4
115,60,22,10
55,26,15,12
89,79,9,7
74,40,24,10
59,22,16,3
55,47,6,3
82,34,0,5
88,30,19,13
34,53,31,9
67,43,17,0
69,38,14,2
27,38,34,1
79,30,3,0
27,53,0,3
62,27,22,6
38,50,5,5
92,58,0,3
86,46,35,0
118,18,17,9
25,56,15,3
88,45,16,0
58,62,13,4
56,70,21,2
88,34,25,12
104,56,12,2
62,38,12,12
108,56,7,0
71,26,16,0
88,62,6,2
77,39,14,10
118,44,10,7
63,36,2,9
91,52,33,9
157,58,14,5
65,46,25,10
96,57,1,11
95,55,10,4
69,45,7,8
129,35,0,8
85,72,1,11
65,46,15,8
60,64,33,3
50,16,26,2
49,58,24,3
87,55,21,10
35,35,0,9
28,29,9,7
124,37,39,9
74,45,3,7
116,51,14,0
77,63,0,0
58,68,15,5
105,52,0,1
69,64,0,3
83,41,14,0
22,22,20,7
56,48,15,7
104,65,14,7
16,46,14,7
113,43,5,15
73,53,13,10
59,67,0,10
89,63,18,0
72,40,4,10
87,53,30,0
103,31,13,2
49,65,10,0
43,58,19,1
84,47,14,5
94,66,27,9
51,71,11,0
105,52,21,8
78,59,13,0
18,65,13,0
79,54,11,0
88,38,8,8
64,48,19,4
75,41,12,4
69,48,33,0
72,45,7,0
60,32,21,10
94,64,0,12
67,39,0,15
57,45,24,2
77,53,14,9
60,49,25,2
91,50,18,0
25,61,0,12
60,25,13,0
119,63,17,8
45,29,1,0
91,30,16,6
65,42,4,6
65,53,24,6
104,63,14,5
103,60,29,13
52,55,6,6
46,41,11,2
80,53,12,3
87,53,33,4
70,27,20,1
95,27,9,12
33,69,19,11
125,64,3,8
74,49,27,4
82,71,20,1
83,56,6,5
48,26,4,5
65,37,14,0
73,56,27,0
46,29,12,2
68,47,19,0
136,30,2,0
49,51,7,3
68,53,7,2
88,49,4,12
104,25,7,0
23,34,20,7
86,66,0,3
118,68,20,1
41,33,11,16
75,44,0,6
124,51,19,6
89,52,21,0
93,36,10,16
66,71,12,1
54,36,17,0
72,36,22,6
114,45,18,3
82,53,14,3
92,61,10,12
105,31,6,8
29,49,33,1
73,53,21,0
55,47,22,5
33,16,16,7
45,32,0,10
134,44,21,3
94,41,9,4
135,44,14,5
35,65,17,4
48,67,8,13
90,64,11,0
95,58,13,0
125,76,25,5
43,56,24,5
89,50,3,5
39,26,15,9
84,74,34,0
43,47,0,2
100,38,21,0
83,34,0,7
94,70,0,9
64,38,10,12
96,44,1,3
44,62,20,8
67,12,9,2
71,48,24,1
54,52,6,9
49,44,15,10
93,54,1,3
67,42,16,8
78,55,4,13
78,58,22,4
60,43,2,11
78,33,7,11
55,62,0,9
1,27,22,0
71,28,21,9
65,62,10,4
41,27,12,0
48,47,19,11
13,52,7,12
86,23,11,7
66,72,3,0
50,38,7,11
122,57,25,12
69,43,25,13
103,40,10,2
43,61,14,4
85,37,14,9
86,53,17,14
83,46,14,6
53,53,26,4
73,42,22,1
98,73,20,4
96,66,22,6
106,56,21,0
59,81,19,10
69,67,28,10
111,58,11,14
75,47,13,2
98,53,19,7
50,54,16,0
62,87,21,0
24,33,12,3
71,47,19,2
33,54,21,6
65,60,20,6
92,63,13,3
54,53,27,8
72,57,25,4
61,46,17,2
48,60,18,7
53,56,18,1
60,56,9,8
84,53,16,13
49,51,17,0
66,86,19,7
93,83,1,9
65,58,5,4
49,23,16,7
93,49,0,4
56,66,13,4
56,27,34,2
42,31,34,4
121,41,25,2
74,62,17,7
31,47,6,7
57,66,12,3
79,60,34,2
75,44,34,0
57,58,8,5
103,25,19,11
93,54,42,5
85,40,36,4
80,67,16,6
44,45,10,0
33,38,20,7
90,40,31,0
35,15,5,2
103,65,25,0
93,34,9,9
119,50,6,3
61,49,12,0
53,54,9,15
46,64,15,4
119,50,33,2
63,39,7,2
64,48,26,2
96,55,13,5
39,42,4,3
50,52,1,9
44,75,36,9
70,81,0,5
108,42,3,7
80,29,14,9
105,69,38,0
83,53,16,1
83,32,33,11
102,73,28,9
87,46,23,5
110,51,7,15
104,22,23,5
84,55,7,18
109,51,21,9
79,14,20,5
66,50,17,0
80,61,5,6
77,73,22,10
84,63,0,4
78,61,20,3
111,25,10,5
78,47,11,1
111,43,11,8
103,60,2,0
102,48,28,6
43,45,20,7
83,21,29,9
80,58,15,9
59,44,6,6
43,63,12,0
74,43,17,5
67,62,10,2
91,45,17,0
67,33,9,8
65,74,24,8
74,57,0,4
75,49,16,1
66,61,13,1
88,68,4,0
47,23,27,2
79,53,34,0
79,59,17,0
102,77,3,7
146,66,13,7
49,64,2,0
116,33,6,5
39,56,10,0
133,31,19,0
92,72,8,0
107,55,17,2
107,43,16,0
65,56,15,8
112,55,4,12
102,40,5,0
25,70,18,12
56,44,14,11
78,64,18,5
88,55,3,7
85,81,6,18
80,34,31,1
43,44,14,7
47,64,18,0
91,69,11,4
89,34,27,7
55,84,5,8
63,63,13,7
101,63,0,6
42,42,0,14
45,23,18,1
113,38,2,10
108,69,15,7
105,41,8,14
98,39,15,6
60,47,8,2
37,35,8,9
71,48,28,2
74,44,23,12
79,53,18,15
50,44,22,10
43,51,7,7
44,65,9,1
36,61,22,8
60,40,20,10
103,45,26,7
66,56,15,8
84,45,0,3
82,81,12,4
90,35,6,1
9,12,12,3
52,35,11,0
116,22,24,0
68,51,22,10
11,36,14,3
88,48,12,2
52,68,24,7
0,22,0,8
129,86,18,4
68,43,0,3
105,52,9,1
23,27,17,1
85,45,13,11
69,42,26,8
105,49,30,4
43,21,18,7
58,38,15,3
153,77,7,2
119,45,24,14
92,50,23,12
74,41,7,3
73,70,29,13
89,44,18,8
47,51,14,3
91,64,10,1
82,42,3,2
75,42,16,0
113,56,0,13
87,41,31,7
63,51,11,1
74,61,2,2
93,40,21,1
83,53,13,2
114,49,22,4
60,28,9,0
84,61,15,9
82,42,14,6
101,55,32,0
88,84,23,6
95,57,29,6
100,26,31,2
67,57,20,1
125,59,22,12
0,67,8,11
103,33,15,8
47,41,10,2
87,54,11,11
83,47,14,13
29,61,12,4
76,75,27,0
73,43,5,4
86,53,37,7
116,34,28,0
116,68,19,6
0,76,20,1
56,68,17,6
62,73,16,3
53,63,20,0
64,41,15,4
63,44,11,8
96,77,31,4
86,51,20,2
